Accession	H3K4	H3K36	H2AK7	H2AZK14	H2BK11	H2BK16	H3Nterm	H3K9	H3K14	H3K18	H3K23	H3K27	H3K56	H4Nterm	H4K8	H4K12	H4K16	H2A	H2B	H3	H4	H2AZ
YPL042C 	0.0214375570	-0.195316271	-0.035949414	0.5373951790	0.1080109910	0.0343271910	0.2767001350	0.0827737970	0.2071200220	0.1968898890	-0.164305113	0.0961375620	-0.210046964	0.3717018300	0.0736149560	0.0853571690	0.0371716440	0.2808220630	0.3212704800	0.1092176700	0.2015961760	-0.886926843
YPL043W 	-0.471964147	0.2410170620		-0.215015921			-0.433105826						-0.859991124	-0.284724413					0.0232698410	-0.010532330	0.0791437950	0.0293811670
YPL044C 	-1.333253086	0.2552045620		0.1506267120			0.0602958780						-0.360834289	-0.353973775					0.1623791660	0.5209676700	0.2824533190	
YPL045W 	0.1426239410	-0.028232938		0.2605293690			0.1079048150						-0.388670216	0.2909109080				0.1436724260	0.2114352670	0.0084676700	0.0281676050	0.6650445310
YPL046C 	0.1426239410	-0.028232938		0.2605293690			0.1079048150						-0.388670216	0.2909109080				0.1436724260	0.2114352670	0.0084676700	0.0281676050	0.6650445310
YPL047W 	0.4513606790	0.2247670620		-0.246147958			-0.221029655						-0.393125110	-0.009169660					-0.010636107	0.0864676700	0.0475961760	0.0676760340
YPL048W 	-0.020400599	-0.499732938		0.6191043880			0.3488348870						0.6670483570	0.1423133190				-0.382499033	-0.150422090	-0.289782330	-0.254489538	-0.727029582
YPL049C 	-0.020400599	-0.499732938		0.6191043880			0.3488348870						0.6670483570	0.1423133190				-0.382499033	-0.150422090	-0.289782330	-0.254489538	-0.727029582
YPL050C 	-0.405600175	0.2346242050		-0.105395202			-0.516782137						-0.272650922	-0.170751505				-0.155480603	-0.927772128	-0.175532330	-0.386689538	-1.248052664
YPL051W 	0.3720124520	0.1051420620		-0.058081463			-0.177748803						0.1031379670	0.1120167230					0.1617574810	-0.002282330	0.1387390330	0.7793968060
YPL052W 	0.9606320290	0.0160795620	-0.292147084	-0.282876461	-0.050405282	-0.377316213	0.1035767300	-0.265046067	-0.120642824	-0.596978452	-0.364449101	-0.423145445		0.2880255180	-0.271350697	-0.111461347	-0.128474024		0.3359082520	0.0982176700	0.0571104620	0.7401945240
YPL053C 	0.9606320290	0.0160795620	-0.292147084	-0.282876461	-0.050405282	-0.377316213	0.1035767300	-0.265046067	-0.120642824	-0.596978452	-0.364449101	-0.423145445		0.2880255180	-0.271350697	-0.111461347	-0.128474024		0.3359082520	0.0982176700	0.0571104620	0.7401945240
YPL054W 	-0.746076205	-0.297649605					-0.684134763							-0.304922144					0.0932140210	-0.099282330	-0.113403824	
YPL055C 	-0.746076205	-0.297649605					-0.684134763							-0.304922144					0.0932140210	-0.099282330	-0.113403824	
YPL056C 	-0.611905566	-0.022295438	-0.549699544	-1.166968878	-0.404331118	-0.678081661	-0.839945827	-0.703440223	-0.149423087	-0.675236191	-0.654465051	-0.531699920	-0.027843245	-0.788224983	-0.796669758	-0.498484048	-0.428263697	-0.782169268	-0.389123655	-0.459532330	-0.571118110	-2.361063133
YPL057C 	0.2883361400	0.1257670620		-0.655433366			-0.072432065							-0.443420868				-0.319457232	-0.113781300	-0.304032330	-0.350889538	-2.080445161
YPL058C 	0.1195408200	-0.602947224	-0.672477185	-0.976118909	-0.442158396	-0.589172385	0.0949205590	-0.075860320	-0.514596775	-0.292297004	-0.752141062	-0.129087167		-0.300594059	-0.631582701	-0.397809671	-0.683919274	-0.901948553	-0.134029080	-0.429782330	-0.372546681	-2.424700140
YPL059W 		-0.408857938	0.2623304550	-0.032475653	0.2822610010	0.0702067550		0.0919819420	0.6786465430	0.0525093800	0.3116053500	0.6556744000	0.2861802860		0.1980892690	0.5823785980	0.1659817310		0.3035764990	0.3039676700	0.1601437950	0.3887798230
YPL060C-A 		-0.408857938	-0.075004366	-0.032475653	-0.206654769	-0.142589319		0.3093447780	-0.519050104	-0.818313729	-0.656416566	-0.405338839	0.2861802860		-0.327953245	-0.408697784	0.0600347750		0.3035764990	0.3039676700	0.1601437950	0.3887798230
YPL060W 	0.4109652180	0.1738920620	0.6498092710	0.5287213620	0.5572086230	0.4240603410	0.3719180070	0.6183303070	0.2910430200	0.5434782330	0.3451112880	0.5901081220	0.3702567060	0.3486187100	0.2637950020	0.3229031020	0.3353339720	-0.246299104	0.1537636020	0.0127176700	0.0013104620	0.0592176490
YPL061W 	-0.072337620	-0.123590081	-0.550360924	-0.240770697	-0.385788650	-0.423101301	0.0761655240	-0.085853206	-0.480414719	-0.029726822	-0.218802476	0.1170054220	0.1908836200	-0.293380583	-0.838403227	-0.472365137	-0.357070787	-0.989127029	-0.728384532	-0.521698996	-0.601189538	-2.125599026
YPL062W 	-0.246903720	-0.365232938		-0.255740524			0.2608304890						0.0400709570	-0.268854768				-1.157834494	-0.523400304	-0.770532330	-0.559689538	-0.930202634
YPL063W 	0.0863588340	0.1341956330	0.2079379310	0.0860878570	0.4645403780	0.6649219460	0.3372933260	0.2234068660	0.4232838440	0.6295143380	0.6532785280	0.0318922760	0.3481895210	0.1538548790	0.1428820520	0.1751228200	0.4255096630	0.3997613210	0.1649069110	0.1734676700	0.2985961760	0.2463584390
YPL064C 	0.0863588340	0.1341956330	0.2079379310	0.0860878570	0.4645403780	0.6649219460	0.3372933260	0.2234068660	0.4232838440	0.6295143380	0.6532785280	0.0318922760	0.3481895210	0.1538548790	0.1428820520	0.1751228200	0.4255096630	0.3997613210	0.1649069110	0.1734676700	0.2985961760	0.2463584390
YPL065W 	0.2421698980	0.1953920620	0.3536357380	0.1819001680	0.2434297590	0.3711132140	-0.063775895	0.0567167870	0.1194016640	0.2111183670	0.0660471710	0.3258470140	0.3574088610	0.0629650920	0.1527087910	0.2557274210	0.5937000820		0.2150046190	-0.060032330	0.0593104620	0.6332263460
YPL066W 	0.0993430890	-0.507661509	-0.067777266		0.3170326270	0.3887950340	0.5479268020	0.2481364760	-0.004468292	0.7215439990	0.4953117750	0.6090928740	0.5682744390	0.2764839580	-0.014744017	0.0435756380	-0.196509135	0.1044973050	-0.034140135	-0.281782330	-0.170522872	-0.535805556
YPL067C 	0.0993430890	-0.507661509	-0.067777266		0.3170326270	0.3887950340	0.5479268020	0.2481364760	-0.004468292	0.7215439990	0.4953117750	0.6090928740	0.5682744390	0.2764839580	-0.014744017	0.0435756380	-0.196509135	0.1044973050	-0.034140135	-0.281782330	-0.170522872	-0.535805556
YPL068C 	0.0762599690	-0.910232938		-0.406284103			-0.470615897						0.3977746480	-0.294823279					-0.334369277	-0.485782330	-0.398522872	-0.270108297
YPL069C 	0.1123273450	-0.107170438	-0.442715122		-0.099226677	-0.054665936	-0.369627244	-0.477739045	-0.166753230	-0.621171751	-0.026135237	-0.390563407	0.2907084840	-0.348202995	-0.463897234	-0.287083436	-0.127667732		0.1826491660	0.0462176700	0.1920247480	0.4339019760
YPL070W 	0.2666957140	-0.325899605	-0.223311472	0.0172165240	0.3286029390	0.0685945090	-0.069546675	-0.160067093	0.5601038830	-0.123315444	0.1548918140	-0.226564159	-0.026224521	0.0860482120	-0.075385117	0.3328596290	0.1272212250	0.2703789100	0.2855954490			0.2160147280
YPL071C 	0.2666957140	-0.325899605	-0.223311472	0.0172165240	0.3286029390	0.0685945090	-0.069546675	-0.160067093	0.5601038830	-0.123315444	0.1548918140	-0.226564159	-0.026224521	0.0860482120	-0.075385117	0.3328596290	0.1272212250	0.2703789100	0.2855954490			0.2160147280
YPL072W 	-0.072337620	0.0196837290		-0.559808714			-0.342216038						-0.103025394	-0.123142569					0.3598270570	0.0119676700	0.0733104620	
YPL073C 	0.2666957140	-0.325899605	-0.223311472	0.0172165240	0.3286029390	0.0685945090	-0.069546675	-0.160067093	0.5601038830	-0.123315444	0.1548918140	-0.226564159	-0.026224521	0.0860482120	-0.075385117	0.3328596290	0.1272212250	0.2703789100	0.2855954490			0.2160147280
YPL074W 	-0.281528401	-0.090982938					-0.423006960						0.0387631180	-0.212589661				-0.144827253	0.2368332430	-0.365282330	-0.158289538	-0.109138945
YPL075W 	0.5682189780	0.5429545620		-0.674908466			0.1468575810						-0.064695284	-0.325119874				-0.393193785	0.0858148700	-0.192782330	-0.119489538	-1.586566645
YPL076W 	0.7427850780	-0.178632938		-0.003735654			0.2406327590						0.1183811280	0.3572748800				0.3913584330	0.2016797410	0.1079676700	0.2581676050	0.7651826530
YPL077C 	0.7427850780	-0.178632938		-0.003735654			0.2406327590						0.1183811280	0.3572748800				0.3913584330	0.2016797410	0.1079676700	0.2581676050	0.7651826530
YPL078C 	-0.268544146	0.3040670620	0.5368294780	0.4214202100	0.1900790550	0.2774657820	-0.378283414	0.4870771340	0.2289620270	0.6401507420	0.5019394570	0.3085465390	0.3863972510	-0.231344697	0.3682567070	0.5617975150	0.2155197490		0.0230916100	-0.201532330	0.0407390330	
YPL079W 	-0.516687692	0.0098920620		-0.055752159			0.3632618370						0.6083222579	-0.001956185					-0.290565584			-2.194754750
YPL080C 	-0.516687692	0.0098920620		-0.055752159			0.3632618370						0.6083222579	-0.001956185					-0.290565584			-2.194754750
YPL081W 	-0.114175777	0.0287670620	0.0597395950		-0.446045278	-0.298339969	-0.424449655	-0.022066989	0.2366024310	1.1493278469	0.5467499920	0.9532996230	-0.123781633	-0.773798032	-0.018594644	0.1674688040	-0.031425211	-0.224613202	-0.399665989	-0.258782330	-0.170403824	-1.306520758
YPL082C 	-0.114175777	0.0287670620					-0.424449655						-0.123781633	-0.773798032				-0.224613202	-0.399665989	-0.258782330	-0.170403824	-1.306520758
YPL083C 	-0.190638614	0.4503295620	0.3603207420	0.2485089220	0.7089140030	0.2043650850	0.2247631130	0.3350740700	-0.016214328	0.0989179090	0.7497386330	0.2446078990	0.1451928660	0.1235582830	0.1180473180	-0.050800358	0.4499239610	0.2659117940	0.1897669130	0.0804676700	0.1365961760	-0.187570135
YPL084W 	0.2638103240	0.2599813480		0.1789830460			0.4512662350						-0.299797794	0.1394279290				0.0591478130	0.3072183950	0.1227176700	0.1170247480	0.3740073200
YPL085W 	0.0070106070	-0.188399605		-0.091917010			-0.262867811						0.1800053310	0.0600797020				0.2577457980	0.2313309510	-0.026032330	0.1984533190	1.0946069629
YPL086C 	0.0070106070	-0.188399605		-0.091917010			-0.262867811						0.1800053310	0.0600797020				0.2577457980	0.2313309510	-0.026032330	0.1984533190	1.0946069629
YPL087W 	0.4585741550	-0.077899605	0.0795125380		-0.066310902	0.2681570510	0.4656931850	0.2053095740	0.3445299200	0.0370970590	0.1285180070	0.3150307960	0.1994637110	0.4885601290	0.3866905390	0.3670256000	0.2973403990	0.2599852680	0.1010088500			
YPL088W 	0.5566774170	0.1144337290		-0.168959900			0.5277290720							0.3515041000					0.1425737950	-0.133282330	0.0679104620	
YPL089C 	0.5566774170	0.1144337290		-0.168959900			0.5277290720							0.3515041000					0.1425737950	-0.133282330	0.0679104620	
YPL090C 	-1.173113937	-0.190032938	-0.215234924		-0.459885038	-0.374117414	0.0487543180	0.2471833170	-0.384420657	0.4487689850	-0.134360928	0.0228839400	-0.038503524	-0.450634343	-0.570504915	-0.459196519	-0.218729599		-0.807847261	-0.616782330	-0.661832395	
YPL091W 	0.3301742960	-0.344899605	0.5317055410		0.4963955460	0.4729158230	0.5724526180	0.2020980790	0.4106709380	0.4524379320	0.5764033910	0.6918285239	0.1181867780	0.4438365820	0.1851977050	0.0524428030	0.0254194620	-0.151619836	0.1861363250	-0.049282330	-0.035975252	0.4831881500
YPL092W 	0.6360256450			-0.278658838			0.6474727600							0.3846860860				-0.434241251	0.2263763100	-0.089032330	0.0408104620	-0.167504233
YPL093W 	-0.272872231	-0.532795438	0.5660495760	0.9756811600	0.3707186520	0.3534389310	0.3416214110	0.3832128430	0.1500877730	0.8839775160	0.3840377740	0.6495944390	0.0565792070	0.5549241010	0.3769175900	0.6511692860	-0.078950896		0.1046654290	-0.151532330	-0.078975252	0.6398373890
YPL094C 	-0.272872231	-0.532795438	0.5660495760	0.9756811600	0.3707186520	0.3534389310	0.3416214110	0.3832128430	0.1500877730	0.8839775160	0.3840377740	0.6495944390	0.0565792070	0.5549241010	0.3769175900	0.6511692860	-0.078950896		0.1046654290	-0.151532330	-0.078975252	0.6398373890
YPL095C 	0.4181786930	0.1680170620	0.2775338940	-0.132706071	0.4032910710	0.2253254920	0.0631812690	0.0333790840	-0.080702513	-0.130623265	0.3244434070	0.3748798450	-0.171418786	0.1538548790	-0.040616682	0.2260804620	0.0656634200	0.2360766370	0.2355936350	0.1384676700	0.2655104620	-0.438217102
YPL096W 	0.1195408200	-0.045304367	0.7172357970	1.0223493650	1.0798624610	1.0196577300	0.1324306300	0.8070135560	0.8284569860	0.6886764500	1.0598496019	0.9009236380	-0.817140029	0.4193107670	1.0885814700	0.7623067059	0.8560771530	0.1511523200	0.3925939700	0.0054676700	0.2124771280	0.8484970820
YPL097W 	0.1685924510	-0.419161509	0.5129403520		0.7153637740	0.7752457250	0.3344079360	0.5544533010	0.7896003040	0.6986140410	1.0022507700	0.6915516350	-0.365766161	0.5693510510	0.6683262650	0.6574668440	0.2763168240	0.2193018140	0.3243570280	0.1364676700	0.2261676050	0.6206695670
YPL098C 	0.1685924510	-0.419161509	0.5129403520		0.7153637740	0.7752457250	0.3344079360	0.5544533010	0.7896003040	0.6986140410	1.0022507700	0.6915516350	-0.365766161	0.5693510510	0.6683262650	0.6574668440	0.2763168240	0.2193018140	0.3243570280	0.1364676700	0.2261676050	0.6206695670
YPL099C 	0.0243229470	-0.434357938	0.3904083540		0.4668828560	0.2924832830	0.7960703490	0.1452123940	0.4292154520	0.3807360160	0.8001861940	0.4501506140	-0.274307157	0.6818812640	0.3778458000	0.7140163140	0.1379562050		0.3144609720	0.0452176700	0.1440247480	-0.141095013
YPL100W 	0.4095225230	0.4260795620	0.0232627770	0.3399753360	0.2631518550	0.2780042450	-0.156108378	-0.022973286	-0.005205508	-0.040923050	0.2536844170	0.0088269050	-0.366472737	0.0470954460	0.0061681350	-0.078541693	0.2444514970	0.0831791140	0.2574641140	0.1117176700	0.0167104620	1.3823536059
YPL101W 	0.1036711750	0.1229099190		0.3734835180			0.0213431120						0.4742984930	0.1048032480				0.3988047420	0.4149929470	0.1307176700	0.0884533190	1.0367287980
YPL102C 	0.4095225230	0.4260795620	0.0232627770	0.3399753360	0.2631518550	0.2780042450	-0.156108378	-0.022973286	-0.005205508	-0.040923050	0.2536844170	0.0088269050	-0.366472737	0.0470954460	0.0061681350	-0.078541693	0.2444514970	0.0831791140	0.2574641140	0.1117176700	0.0167104620	1.3823536059
YPL103C 	0.1036711750	0.1229099190		0.3734835180			0.0213431120						0.4742984930	0.1048032480				0.3988047420	0.4149929470	0.1307176700	0.0884533190	1.0367287980
YPL104W 	-0.489276487	0.0913295620		0.6001774650			-0.360971074						0.2713766820	-0.224131222				-0.054196442	0.0550291420	0.1199676700	0.1244533190	
YPL105C 	-0.489276487	0.0913295620		0.6001774650			-0.360971074						0.2713766820	-0.224131222				-0.054196442	0.0550291420	0.1199676700	0.1244533190	
YPL106C 	-0.026171379	0.3813920620	0.1027764140	0.4856567610	-0.016777042	0.1699738880	0.6532435400	0.4834906990	-0.456202280	0.7394053700	0.4252273660	1.0261253310	-0.514488176	0.3745872200	0.1957643070	-0.066016507	0.0514462770	0.0898855900	-0.049134391	-0.090282330	-0.133489538	-0.288618272
YPL107W 	0.9144657870	-0.274018652		0.3765013220			0.6849828310						-0.294999654	0.4193107670				0.2742279650	0.3045383140	0.3292176700	0.2073104620	0.0421862850
YPL108W 	0.9144657870	-0.274018652		0.3765013220			0.6849828310						-0.294999654	0.4193107670				0.2742279650	0.3045383140	0.3292176700	0.2073104620	0.0421862850
YPL109C 	0.9144657870	-0.274018652		0.3765013220			0.6849828310						-0.294999654	0.4193107670				0.2742279650	0.3045383140	0.3292176700	0.2073104620	0.0421862850
YPL110C 	0.5812032330	0.1404099190		0.5297784080			0.7614456680							0.6169599870				0.3354020040	0.2739277430	0.1494676700	0.2994533190	
YPL111W 		-0.763566271		-0.908991187														-1.111437921	-0.426213416			-2.491737103
YPL112C 	-0.252674501	-0.550332938		-0.338046091			0.1353160210							-0.179407675					-0.071671408	-0.110532330	-0.255689538	0.1282970740
YPL113C 	0.3676843670	0.3300527760	-0.532308011	-0.247849173	-0.625886266	-0.577236865	-0.384054194	-0.824234062	-1.084560570	-0.938662641	-0.921506684	-0.900745380	-0.308895786	-0.293380583	-0.732619570	-0.819106760	-0.498781329		0.1677392140	0.1322176700	0.1621676050	
YPL114W 	0.8380029500	0.0199545620		0.2920096730			0.3690326170						-0.205307302	0.3991130360				0.2843522670	0.1806330400	0.2089676700	0.0918818900	0.8380996140
YPL115C 	0.8380029500	0.0199545620		0.2920096730			0.3690326170						-0.205307302	0.3991130360				0.2843522670	0.1806330400	0.2089676700	0.0918818900	0.8380996140
YPL116W 	-0.194966699	-0.045232938		-0.280127311			0.0069161620							-0.480930939					-0.433923789	-0.237032330	-0.340689538	
YPL117C 	-0.194966699	-0.045232938		-0.280127311			0.0069161620							-0.480930939					-0.433923789	-0.237032330	-0.340689538	
YPL118W 	0.2912215300	-0.257545438		-0.582212162			-0.157551073						-0.869747579	-0.206818881				0.4753270260	0.2142441970	0.1064676700	0.0920247480	1.5137293160
YPL119C 	0.2912215300	-0.257545438		-0.582212162			-0.157551073						-0.869747579	-0.206818881				0.4753270260	0.2142441970	0.1064676700	0.0920247480	1.5137293160
YPL120W 	0.1988890470	-0.487816271		-0.452418163			-0.477829372							-0.088517888				0.2181535340	0.2529991100	0.2792176700	0.2530247480	0.3623837490
YPL121C 	0.1988890470	-0.487816271		-0.452418163			-0.477829372							-0.088517888				0.2181535340	0.2529991100	0.2792176700	0.2530247480	0.3623837490
YPL122C 	0.1743632320	-0.388804367		0.2697232410			-0.166207243						-0.084506691	-0.042351646				-0.212551987	0.1095563650	0.2527176700	0.2434533190	0.1312686710
YPL123C 	0.3099765650	0.0495170620		0.0034266380			0.1511856660							0.2721558730					0.2069642550	0.2847176700	0.1707104620	1.1380358319
YPL124W 	-0.189195919	0.1744545620	-0.110515981	-0.100532847	-0.133036052	-0.082382702	-0.356642988	-0.171824992	-0.145597689	-0.408347543	-0.208721353	-0.570903439	-0.386847189	-0.167866115	-0.236355703	-0.173923654	0.0596078770		-0.000609966	0.1652176700	0.0153104620	0.3316324840
YPL125W 	-0.088207266	0.0426420620					-0.195061144						-0.647046201	-0.092845973				0.4913736660	0.0905044290	0.1549676700	0.0947390330	0.6305126250
YPL126W 	0.1195408200	-0.244732938	-0.529372726	-0.075055937	-0.344884730	-0.524856472	-0.241227385	-0.290759212	-0.624324775	-0.300282604	-0.626055140	-0.864327611	0.0280169530	0.0557516160	-0.765598684	-0.687897895	-0.796277288	-0.626362330	0.1926514700	-0.310282330	-0.004289538	-0.834301266
YPL127C 	0.1195408200	-0.244732938	-0.529372726	-0.075055937	-0.344884730	-0.524856472	-0.241227385	-0.290759212	-0.624324775	-0.300282604	-0.626055140	-0.864327611	0.0280169530	0.0557516160	-0.765598684	-0.687897895	-0.796277288	-0.626362330	0.1926514700	-0.310282330	-0.004289538	-0.834301266
YPL128C 	0.0531768480	0.0319099190		-0.025202680			-0.509568663						0.1940023150	-0.163538030				-0.038036427	-0.026464260	-0.221782330	-0.124689538	0.1526613720
YPL129W 	-1.098093795	-0.057566271		-0.508322983			-0.730301004						-0.245850251	-0.615101578					-0.109536186	-0.079282330	-0.036689538	
YPL130W 	-0.434454076	0.3531956330	-0.388450380	-1.804777584	-0.697749610	-0.530821389	-0.984215331	-0.559898465	-0.576738922	-0.565306166	0.2144608240	-0.622494872	-0.348411837	-0.925281011	-0.840404897	-0.424380331	0.0634233510	0.0278128490	0.0705769720	0.1152176700	-0.082356205	-1.653104045
YPL131W 	-0.259887976	0.0179337290	-0.063593788		-0.270872263	-0.275370411	0.1829249570	0.6335778620	0.3382363370	0.7975792870	-0.184772838	0.4191975190	-0.077549188	-0.087075193	-0.316547859	-0.145539834	-0.151998853	-0.336316598	-0.181542389			-1.145102361
YPL132W 	0.3849967070	-0.080661509	0.3219100040	0.3631169500	0.3740805980	0.4806282990	0.3127675110	0.1763390730	0.4139052630	0.4060088970	0.0250577230	0.2934983310	0.4470113520	0.2793693480	0.2336680630	0.0204528730	0.2189185240	0.4904884940	0.2983072870	0.0554676700	0.1207390330	-0.122888587
